"","pref_hiring_women","pref_hiring_blacks","racial_quotas_sports","redistribute_blacks","first_daughter","age","abortion_defect","abortion_income","race","sex","survey","anc_support","how_many_kids","how_many_daughters","benchwgt","prov","geotype","any_daughters","urban","black","white","coloured","indian","pref_hiring_women2","pref_hiring_blacks2","racial_quotas_sports2","redistribute_blacks2","pref_hiring_binary","abortion_defect_binary","abortion_income_binary"
"272","neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,69,"wrong only sometimes","almost always wrong","black or african",1,"sas11",0,1,0,7769.25257492809,"wc","urban,formal",0,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,1,0
"273","strongly disagree","disagree","neither agree nor disagree","disagree",0,75,"not wrong at all","wrong only sometimes","black or african",1,"sas11",0,1,0,13666.5254376838,"wc","urban,formal",0,1,1,0,0,0,"strongly disagree","disagree","neither agree nor disagree","disagree",0,1,1
"275","agree","agree","agree","neither agree nor disagree",0,42,"wrong only sometimes","wrong only sometimes","black or african",1,"sas11",0,2,1,10719.5271304831,"wc","urban,formal",1,1,1,0,0,0,"agree","agree","agree","neither agree nor disagree",1,1,1
"278","agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,57,"almost always wrong","always wrong","black or african",1,"sas11",1,4,2,15889.4726221946,"wc","urban,formal",1,1,1,0,0,0,"agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",1,0,0
"280","neither agree nor disagree","neither agree nor disagree","agree","disagree",0,26,"not wrong at all","not wrong at all","black or african",1,"sas11",1,2,1,12233.7498861864,"wc","urban,formal",1,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","disagree",0,1,1
"282","agree","agree","agree","agree",1,42,"not wrong at all","wrong only sometimes","black or african",1,"sas11",1,3,3,26798.8188314386,"wc","urban,formal",1,1,1,0,0,0,"agree","agree","agree","agree",1,1,1
"284","disagree","neither agree nor disagree","agree","neither agree nor disagree",1,60,"almost always wrong","wrong only sometimes","black or african",0,"sas11",1,2,1,11917.1039078787,"wc","urban,formal",1,1,1,0,0,0,"disagree","neither agree nor disagree","agree","neither agree nor disagree",0,0,1
"285","disagree","disagree","neither agree nor disagree","neither agree nor disagree",0,49,"almost always wrong","wrong only sometimes","black or african",0,"sas11",1,2,0,24467.500919601,"wc","urban,formal",0,1,1,0,0,0,"disagree","disagree","neither agree nor disagree","neither agree nor disagree",0,0,1
"287","strongly agree","strongly disagree","disagree","agree",1,56,"wrong only sometimes","always wrong","black or african",0,"sas11",0,2,2,5314.40329224276,"wc","urban,formal",1,1,1,0,0,0,"strongly agree","strongly disagree","disagree","agree",1,1,0
"289","strongly agree","strongly agree","strongly agree","strongly disagree",1,39,"always wrong","always wrong","coloured",0,"sas11",0,2,1,11965.0934613171,"wc","urban,formal",1,1,0,0,1,0,"strongly agree","strongly agree","strongly agree","strongly disagree",1,0,0
"291","agree","strongly disagree","agree","strongly disagree",0,41,"almost always wrong","always wrong","coloured",1,"sas11",0,1,0,5741.12735464212,"wc","urban,formal",0,1,0,0,1,0,"agree","strongly disagree","agree","strongly disagree",1,0,0
"292","strongly agree","disagree","strongly agree","strongly agree",0,44,"always wrong","always wrong","coloured",1,"sas11",0,4,2,4387.22364080427,"wc","urban,formal",1,1,0,0,1,0,"strongly agree","disagree","strongly agree","strongly agree",1,0,0
"293","do not know","agree","do not know","do not know",1,40,"always wrong","always wrong","coloured",1,"sas11",0,3,3,3827.41823642808,"wc","urban,formal",1,1,0,0,1,0,"neither agree nor disagree","agree","neither agree nor disagree","neither agree nor disagree",0,0,0
"295","strongly agree","strongly agree","strongly agree","neither agree nor disagree",0,52,"always wrong","always wrong","coloured",1,"sas11",0,1,0,4387.22364080427,"wc","urban,formal",0,1,0,0,1,0,"strongly agree","strongly agree","strongly agree","neither agree nor disagree",1,0,0
"296","strongly disagree","strongly disagree","strongly disagree","agree",0,42,"always wrong","always wrong","coloured",0,"sas11",0,3,1,7179.05607679028,"wc","urban,formal",1,1,0,0,1,0,"strongly disagree","strongly disagree","strongly disagree","agree",0,0,0
"297","strongly agree","strongly agree","strongly agree","strongly disagree",1,45,"always wrong","always wrong","coloured",1,"sas11",0,1,1,4387.22364080427,"wc","urban,formal",1,1,0,0,1,0,"strongly agree","strongly agree","strongly agree","strongly disagree",1,0,0
"298","agree","strongly disagree","strongly disagree","strongly disagree",1,66,"always wrong","always wrong","coloured",1,"sas11",0,4,3,8603.19927890058,"wc","urban,formal",1,1,0,0,1,0,"agree","strongly disagree","strongly disagree","strongly disagree",1,0,0
"301","agree","strongly disagree","agree","agree",0,52,"always wrong","always wrong","coloured",1,"sas11",1,2,1,4578.27402478829,"wc","urban,formal",1,1,0,0,1,0,"agree","strongly disagree","agree","agree",1,0,0
"302","neither agree nor disagree","strongly disagree","strongly disagree","strongly disagree",0,47,"not wrong at all","always wrong","coloured",0,"sas11",0,3,1,8938.51227945667,"wc","urban,formal",1,1,0,0,1,0,"neither agree nor disagree","strongly disagree","strongly disagree","strongly disagree",0,1,0
"305","disagree","strongly disagree","disagree","strongly disagree",1,33,"not wrong at all","always wrong","coloured",1,"sas11",0,2,1,5846.41865206128,"wc","urban,formal",1,1,0,0,1,0,"disagree","strongly disagree","disagree","strongly disagree",0,1,0
"308","do not know","do not know","do not know","strongly disagree",1,65,"always wrong","always wrong","coloured",1,"sas11",0,1,1,6022.23974324888,"wc","urban,formal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","strongly disagree",0,0,0
"310","agree","disagree","neither agree nor disagree","disagree",1,58,"not wrong at all","almost always wrong","coloured",1,"sas11",0,2,1,8189.48396086443,"wc","urban,formal",1,1,0,0,1,0,"agree","disagree","neither agree nor disagree","disagree",1,1,0
"315","strongly agree","agree","strongly agree","strongly agree",0,42,"not wrong at all","not wrong at all","coloured",1,"sas11",0,1,0,17861.2839999388,"wc","urban,formal",0,1,0,0,1,0,"strongly agree","agree","strongly agree","strongly agree",1,1,1
"323","neither agree nor disagree","strongly disagree","strongly disagree","strongly disagree",1,52,"not wrong at all","always wrong","white",1,"sas11",0,1,1,13984.9955655638,"wc","urban,formal",1,1,0,1,0,0,"neither agree nor disagree","strongly disagree","strongly disagree","strongly disagree",0,1,0
"324","neither agree nor disagree","agree","neither agree nor disagree","neither agree nor disagree",0,57,"always wrong","always wrong","black or african",0,"sas11",1,2,0,19179.2647087177,"wc","urban,formal",0,1,1,0,0,0,"neither agree nor disagree","agree","neither agree nor disagree","neither agree nor disagree",0,0,0
"325","strongly disagree","disagree","strongly disagree","strongly disagree",1,38,"not wrong at all","always wrong","white",1,"sas11",0,1,1,11766.3965398717,"wc","urban,formal",1,1,0,1,0,0,"strongly disagree","disagree","strongly disagree","strongly disagree",0,1,0
"330","strongly agree","neither agree nor disagree","strongly agree","strongly disagree",1,NA,"always wrong","always wrong",NA,NA,"sas11",0,1,1,7766.86981726991,"wc","urban,formal",1,1,0,0,0,0,"strongly agree","neither agree nor disagree","strongly agree","strongly disagree",1,0,0
"331","agree","neither agree nor disagree","neither agree nor disagree","disagree",1,78,"almost always wrong","always wrong","coloured",0,"sas11",0,2,2,5735.46673708587,"wc","urban,formal",1,1,0,0,1,0,"agree","neither agree nor disagree","neither agree nor disagree","disagree",1,0,0
"335","do not know","do not know","agree","disagree",1,49,"always wrong","always wrong","white",0,"sas11",0,1,1,2553.86046993433,"wc","urban,formal",1,1,0,1,0,0,"neither agree nor disagree","neither agree nor disagree","agree","disagree",0,0,0
"352","neither agree nor disagree","neither agree nor disagree","agree","disagree",0,65,"always wrong","always wrong","white",0,"sas11",0,1,0,7562.2584080744,"wc","urban,formal",0,1,0,1,0,0,"neither agree nor disagree","neither agree nor disagree","agree","disagree",0,0,0
"354","disagree","disagree","agree","do not know",0,NA,"always wrong","always wrong",NA,NA,"sas11",0,1,0,7562.2584080744,"wc","urban,formal",0,1,0,0,0,0,"disagree","disagree","agree","neither agree nor disagree",0,0,0
"357","strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,29,"not wrong at all","always wrong","white",1,"sas11",0,1,0,19649.3919773821,"wc","urban,formal",0,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,1,0
"358","strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,59,"always wrong","always wrong","white",0,"sas11",0,1,0,17877.0245589133,"wc","urban,formal",0,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,0,0
"359","agree","agree","disagree","strongly disagree",0,55,"not wrong at all","always wrong","white",0,"sas11",0,3,2,29795.0409315222,"wc","urban,formal",1,1,0,1,0,0,"agree","agree","disagree","strongly disagree",1,1,0
"361","strongly agree","strongly disagree","strongly disagree","disagree",1,44,"wrong only sometimes","always wrong","coloured",1,"sas11",0,2,1,5741.12735464212,"wc","urban,formal",1,1,0,0,1,0,"strongly agree","strongly disagree","strongly disagree","disagree",1,1,0
"365","strongly agree","strongly disagree","neither agree nor disagree","neither agree nor disagree",0,57,"wrong only sometimes","always wrong","coloured",0,"sas11",0,2,1,5825.15236295243,"wc","urban,formal",1,1,0,0,1,0,"strongly agree","strongly disagree","neither agree nor disagree","neither agree nor disagree",1,1,0
"366","disagree","strongly disagree","agree","strongly disagree",0,57,"not wrong at all","almost always wrong","coloured",1,"sas11",0,1,0,5849.63152107235,"wc","urban,formal",0,1,0,0,1,0,"disagree","strongly disagree","agree","strongly disagree",0,1,0
"373","do not know","do not know","do not know","strongly disagree",1,46,"always wrong","always wrong","coloured",1,"sas11",0,1,1,3373.73804071769,"wc","rural,formal",1,0,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","strongly disagree",0,0,0
"375","agree","disagree","neither agree nor disagree","disagree",1,34,"always wrong","always wrong","coloured",1,"sas11",0,2,2,7559.95502140077,"wc","urban,formal",1,1,0,0,1,0,"agree","disagree","neither agree nor disagree","disagree",1,0,0
"376","strongly agree","strongly agree","strongly agree","strongly disagree",0,70,"always wrong","always wrong","coloured",0,"sas11",0,1,0,6696.11635258051,"wc","urban,formal",0,1,0,0,1,0,"strongly agree","strongly agree","strongly agree","strongly disagree",1,0,0
"377","strongly agree","strongly disagree","agree","disagree",0,37,"always wrong","always wrong","coloured",1,"sas11",0,1,0,6697.98136205303,"wc","urban,formal",0,1,0,0,1,0,"strongly agree","strongly disagree","agree","disagree",1,0,0
"378","agree","strongly disagree","do not know","strongly disagree",0,54,"not wrong at all","not wrong at all","coloured",1,"sas11",0,3,1,8530.71221330503,"wc","urban,formal",1,1,0,0,1,0,"agree","strongly disagree","neither agree nor disagree","strongly disagree",1,1,1
"380","strongly agree","strongly disagree","strongly disagree","strongly disagree",1,66,"not wrong at all","not wrong at all","coloured",1,"sas11",0,1,1,5018.53298158603,"wc","urban,formal",1,1,0,0,1,0,"strongly agree","strongly disagree","strongly disagree","strongly disagree",1,1,1
"384","neither agree nor disagree","neither agree nor disagree","agree","do not know",0,46,"always wrong","always wrong","coloured",0,"sas11",0,1,0,25024.6713316325,"wc","rural,formal",0,0,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,0,0
"386","do not know","do not know","agree","strongly disagree",0,61,"always wrong","always wrong","coloured",1,"sas11",0,1,0,9239.76926392822,"wc","rural,formal",0,0,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","agree","strongly disagree",0,0,0
"388","strongly disagree","strongly disagree","do not know","strongly disagree",1,38,"always wrong","always wrong","white",1,"sas11",0,2,1,7654.83647285616,"wc","urban,formal",1,1,0,1,0,0,"strongly disagree","strongly disagree","neither agree nor disagree","strongly disagree",0,0,0
"389","strongly disagree","strongly disagree","strongly disagree","do not know",0,49,"always wrong","always wrong","coloured",0,"sas11",0,1,0,5825.15236295243,"wc","urban,formal",0,1,0,0,1,0,"strongly disagree","strongly disagree","strongly disagree","neither agree nor disagree",0,0,0
"392","strongly disagree","strongly disagree","strongly disagree","strongly disagree",1,38,"always wrong","always wrong","coloured",1,"sas11",0,2,1,9568.54559107019,"wc","urban,formal",1,1,0,0,1,0,"strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,0,0
"393","disagree","disagree","disagree","agree",1,22,"always wrong","always wrong","coloured",0,"sas11",0,2,2,8332.64716566138,"wc","urban,formal",1,1,0,0,1,0,"disagree","disagree","disagree","agree",0,0,0
"395","strongly agree","strongly agree","do not know","strongly agree",1,30,NA,NA,"black or african",1,"sas11",1,4,2,5589.54004723396,"ec","tribal",1,0,1,0,0,0,"strongly agree","strongly agree","neither agree nor disagree","strongly agree",1,0,0
"397","strongly agree","agree","do not know","strongly agree",0,52,"always wrong","always wrong","black or african",1,"sas11",1,1,0,10624.0577966033,"ec","tribal",0,0,1,0,0,0,"strongly agree","agree","neither agree nor disagree","strongly agree",1,0,0
"398","strongly agree","agree","do not know","strongly agree",0,48,"always wrong","always wrong","black or african",1,"sas11",0,2,0,3541.35236706118,"ec","tribal",0,0,1,0,0,0,"strongly agree","agree","neither agree nor disagree","strongly agree",1,0,0
"399","strongly agree","strongly agree","agree","strongly agree",0,65,"always wrong","always wrong","black or african",1,"sas11",1,4,1,20745.3113504282,"ec","tribal",1,0,1,0,0,0,"strongly agree","strongly agree","agree","strongly agree",1,0,0
"401","strongly agree","strongly agree","strongly agree","strongly agree",1,35,"always wrong","always wrong",NA,1,"sas11",0,5,3,4866.43389016402,"ec","tribal",1,0,0,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"402","strongly agree","strongly agree","agree","strongly agree",0,25,"wrong only sometimes","not wrong at all","black or african",1,"sas11",0,2,1,6133.69751818361,"ec","rural,formal",1,0,1,0,0,0,"strongly agree","strongly agree","agree","strongly agree",1,1,1
"403","agree","agree","strongly agree","disagree",1,43,"always wrong","always wrong","coloured",0,"sas11",0,2,2,29732.2382640834,"ec","rural,formal",1,0,0,0,1,0,"agree","agree","strongly agree","disagree",1,0,0
"405","agree","strongly agree","agree","strongly agree",1,43,"always wrong","always wrong","black or african",0,"sas11",1,3,3,13769.0381605005,"ec","rural,formal",1,0,1,0,0,0,"agree","strongly agree","agree","strongly agree",1,0,0
